case_id,misspelled_query,corrected_text,target_product_id,domain,typo_type
T-02917,MK-A64P,MK-A864P,77697,consumer_electronics,delete
T-02918,ExternalStorage,External Storage,90695,consumer_electronics,remove_space
T-02919,Ck-A846X,CC-A846X,305448,running_fitness,substitute
T-02920,OrbitLinkTWE-A458P,OrbitLink TWE-A458P,23183,consumer_electronics,remove_space
T-02921,TWE-3458P,TWE-A458P,23183,consumer_electronics,substitute
T-02922,SM-A4479,SM-A479,42971,consumer_electronics,duplicate
T-02923,Fixeq Desks,Fixed Desks,403155,home_office,substitute
T-02924,Pegbboards,Pegboards,470203,home_office,duplicate
T-02925,TRf-A622,TRS-A622,231400,running_fitness,substitute
T-02926,Pixel6eam,PixelBeam,40449,consumer_electronics,substitute
T-02927,FormCollective VCd-A220,FormCollective VCL-A220,449973,home_office,substitute
T-02928,ZeinthAudio,ZenithAudio,58685,consumer_electronics,transpose
T-02929,Road Rhnning Shoes,Road Running Shoes,217872,running_fitness,substitute
T-02930,Tableys,Tablets,67027,consumer_electronics,substitute
T-02931,SRS-A945S,SRS-A940S,248708,running_fitness,substitute
T-02932,TempoSport Ck-A846X,TempoSport CC-A846X,305448,running_fitness,substitute
T-02933,Studio Microfones,Studio Microphones,40162,consumer_electronics,phonetic
T-02934,Runningg Shorts,Running Shorts,268780,running_fitness,duplicate
T-02935,Nq-A446,NS-A446,148039,consumer_electronics,substitute
T-02936,HaloEdgeMWS-A175,HaloEdge MWS-A175,146858,consumer_electronics,remove_space
T-02937,CobaltForge S-d164S,CobaltForge S-A164S,117217,consumer_electronics,substitute
T-02938,VoluLogic,VoltLogic,209714,consumer_electronics,substitute
T-02939,Tempoit,TempoFit,231400,running_fitness,delete
T-02940,PeakEnduance,PeakEndurance,222324,running_fitness,delete
T-02941,Studio Mircophones,Studio Microphones,40352,consumer_electronics,transpose
T-02942,TmailDynamics,TrailDynamics,313795,running_fitness,substitute
T-02943,Veroink ES-A970S,VeroLink ES-A970S,90131,consumer_electronics,delete
T-02944,OrbitForae,OrbitForge,148039,consumer_electronics,substitute
T-02945,GPS Running Wathes,GPS Running Watches,291582,running_fitness,delete
T-02946,TrilRun,TrailRun,279942,running_fitness,delete
T-02947,CobaltVison,CobaltVision,152872,consumer_electronics,delete
T-02948,CobalAudio,CobaltAudio,72944,consumer_electronics,delete
T-02949,kobaltAudio PM-A144P,CobaltAudio PM-A144P,72944,consumer_electronics,phonetic
T-02950,Cables& Adapters,Cables & Adapters,113102,consumer_electronics,remove_space
T-02951,TraliRun TRS-A180,TrailRun TRS-A180,232412,running_fitness,transpose
T-02952,Security Camersa,Security Cameras,155491,consumer_electronics,transpose
T-02953,Trail3otion WJ-A754,TrailMotion WJ-A754,281203,running_fitness,substitute
T-02954,ZeniahAudio,ZenithAudio,47045,consumer_electronics,substitute
T-02955,FluxVision M9-A759S,FluxVision MH-A759S,151775,consumer_electronics,substitute
T-02956,NtvaForge,NovaForge,176540,consumer_electronics,substitute
T-02957,ESS-A702X,ES-A702X,90501,consumer_electronics,duplicate
T-02958,CobaltLoigc,CobaltLogic,31428,consumer_electronics,transpose
T-02959,HH-A40X6,HH-A406X,171496,consumer_electronics,transpose
T-02960,MK-A644S,MK-A464S,78279,consumer_electronics,transpose
T-02961,MeridixnLink,MeridianLink,99716,consumer_electronics,substitute
T-02962,Treadmil5s,Treadmills,339268,running_fitness,substitute
T-02963,T-A6o0P,T-A690P,340336,running_fitness,substitute
T-02964,PeakWroks,PeakWorks,255498,running_fitness,transpose
T-02965,WS-115S,WS-A115S,252048,running_fitness,delete
T-02966,StridePeay TRS-A789S,StridePeak TRS-A789S,227174,running_fitness,substitute
T-02967,Action Camears,Action Cameras,176993,consumer_electronics,transpose
T-02968,PeakWorkks,PeakWorks,255498,running_fitness,duplicate
T-02969,HakoWave,HaloWave,129592,consumer_electronics,substitute
T-02970,VroLink,VeroLink,42971,consumer_electronics,delete
T-02971,ForgePeak Wy-A160X,ForgePeak WS-A160X,250163,running_fitness,substitute
T-02972,OrbitFroge NS-A446,OrbitForge NS-A446,148039,consumer_electronics,transpose
T-02973,WorkOf5ice GC-A157X,WorkOffice GC-A157X,393618,home_office,substitute
T-02974,MobileHotspots,Mobile Hotspots,151775,consumer_electronics,remove_space
T-02975,L-Ac53S,L-A753S,58685,consumer_electronics,substitute
T-02976,L-A7m3S,L-A753S,58685,consumer_electronics,substitute
T-02977,PaceG3ar,PaceGear,290030,running_fitness,substitute
T-02978,PceGear,PaceGear,226010,running_fitness,delete
T-02979,WS-A1160X,WS-A160X,250163,running_fitness,duplicate
T-02980,VeeroLink,VeroLink,42971,consumer_electronics,duplicate
T-02981,PaceGearGRW-A113S,PaceGear GRW-A113S,290030,running_fitness,remove_space
T-02982,MeridianVision T-Ae29X,MeridianVision T-A329X,69937,consumer_electronics,substitute
T-02983,SonnicCore,SonicCore,192254,consumer_electronics,duplicate
T-02984,NnxaGrid SP-R957P,NexaGrid SP-R957P,169459,consumer_electronics,substitute
T-02985,Portale Monitors,Portable Monitors,75654,consumer_electronics,delete
T-02986,QuantumAudio MHH-A870,QuantumAudio MH-A870,152775,consumer_electronics,duplicate
T-02987,Game Controllesr,Game Controllers,188471,consumer_electronics,transpose
T-02988,VeroForgee OH-A577X,VeroForge OH-A577X,10282,consumer_electronics,duplicate
T-02989,Over-Ehr Headphones,Over-Ear Headphones,11834,consumer_electronics,substitute
T-02990,T-728,T-A728,69840,consumer_electronics,delete
T-02991,TempoSport CC-A86X,TempoSport CC-A846X,305448,running_fitness,delete
T-02992,MeridianOneTO-A705X,MeridianOne TO-A705X,205543,consumer_electronics,remove_space
T-02993,WS-A26X,WS-A326X,252404,running_fitness,delete
T-02994,Peakorks,PeakWorks,255498,running_fitness,delete
T-02995,M7-A870,MH-A870,152775,consumer_electronics,substitute
T-02996,ZenithAudzo,ZenithAudio,47045,consumer_electronics,substitute
T-02997,SwmftOne,SwiftOne,256565,running_fitness,substitute
T-02998,SummitnOe,SummitOne,339268,running_fitness,transpose
T-02999,FlexDynamics RP-A97iX,FlexDynamics RP-A974X,301185,running_fitness,substitute
T-03000,C&2-A894X,C&A-A894X,113102,consumer_electronics,substitute
T-03001,AtlasFitSRS-A352S,AtlasFit SRS-A352S,243761,running_fitness,remove_space
T-03002,AuriFroge,AuriForge,97485,consumer_electronics,transpose
T-03003,Studio Miccrophones,Studio Microphones,40352,consumer_electronics,duplicate
T-03004,HaloBeam UC-Co00S,HaloBeam UC-C400S,93411,consumer_electronics,substitute
T-03005,VectorGrwd,VectorGrid,30070,consumer_electronics,substitute
T-03006,MK-Ai64P,MK-A864P,77697,consumer_electronics,substitute
T-03007,ForgeGear RSS-A714P,ForgeGear RS-A714P,269660,running_fitness,duplicate
T-03008,VeloEndurnce,VeloEndurance,235672,running_fitness,delete
T-03009,VeeloEndurance GRW-A708S,VeloEndurance GRW-A708S,291582,running_fitness,duplicate
T-03010,HR-A427X,HRM-A427X,298275,running_fitness,delete
T-03011,PakeGear TRS-A592S,PaceGear TRS-A592S,226010,running_fitness,phonetic
T-03012,NovaoFrge,NovaForge,176540,consumer_electronics,transpose
T-03013,Treadmmills,Treadmills,339980,running_fitness,duplicate
T-03014,Aur2Forge,AuriForge,97485,consumer_electronics,substitute
T-03015,HaloEdge S-A2o9P,HaloEdge S-A229P,123578,consumer_electronics,substitute
T-03016,PiexlBeam SM-A883P,PixelBeam SM-A883P,40449,consumer_electronics,transpose
T-03017,PaceGaer TRS-A592S,PaceGear TRS-A592S,226010,running_fitness,transpose
T-03018,SwiftMoshun,SwiftMotion,281882,running_fitness,phonetic
T-03019,HalWoorks,HaloWorks,133181,consumer_electronics,transpose
T-03020,OrbittLabs CK-A794X,OrbitLabs CK-A794X,208749,consumer_electronics,duplicate
T-03021,StudioStudioCM-A002X,StudioStudio CM-A002X,467024,home_office,remove_space
T-03022,NimbusPusle,NimbusPulse,131241,consumer_electronics,transpose
T-03023,RiseLaab,RiseLab,268780,running_fitness,duplicate
T-03024,CS-y409X,CS-A409X,257032,running_fitness,substitute
T-03025,TrailRun RR-A140X,TrailRun RRS-A140X,217872,running_fitness,delete
T-03026,PulseW1rks,PulseWorks,244216,running_fitness,substitute
T-03027,FluxPulseAC-A849P,FluxPulse AC-A849P,176993,consumer_electronics,remove_space
T-03028,PuslePeak,PulsePeak,317772,running_fitness,transpose
T-03029,OH-f175X,OH-A175X,11834,consumer_electronics,substitute
T-03030,TempoDynnamics,TempoDynamics,269854,running_fitness,duplicate
T-03031,Veroorge CL-A296S,VeroForge CL-A296S,181002,consumer_electronics,delete
T-03032,QuantumCoe UC-A470X,QuantumCore UC-A470X,95351,consumer_electronics,delete
T-03033,SwiftDynaics,SwiftDynamics,328588,running_fitness,delete
T-03034,CM-A0022X,CM-A002X,467024,home_office,duplicate
T-03035,PulsnWorks,PulseWorks,221936,running_fitness,substitute
T-03036,OrbitWorcs,OrbitWorks,38994,consumer_electronics,substitute
T-03037,TWE-A4458P,TWE-A458P,23183,consumer_electronics,duplicate
T-03038,AuriWae,AuriWave,87397,consumer_electronics,delete
T-03039,Road Runnfng Shoes,Road Running Shoes,217872,running_fitness,substitute
T-03040,Sw-A479,SM-A479,42971,consumer_electronics,substitute
T-03041,MH-A47X1,MH-A471X,152872,consumer_electronics,transpose
T-03042,Form0ollective,FormCollective,449973,home_office,substitute
T-03043,Trai6Run RRS-A140X,TrailRun RRS-A140X,217872,running_fitness,substitute
T-03044,Smart Pluas,Smart Plugs,169459,consumer_electronics,substitute
T-03045,AC-A12S,AC-A182S,177460,consumer_electronics,delete
T-03046,TEW-A957P,TWE-A957P,29421,consumer_electronics,transpose
T-03047,PakeRun L&T-A236S,PaceRun L&T-A236S,275189,running_fitness,phonetic
T-03048,HaloBeam Uk-C400S,HaloBeam UC-C400S,93411,consumer_electronics,phonetic
T-03049,FD-3972S,FD-A972S,403155,home_office,substitute
T-03050,LumaVision EES-A702X,LumaVision ES-A702X,90501,consumer_electronics,duplicate
T-03051,CobaltFogre S-A164S,CobaltForge S-A164S,117217,consumer_electronics,transpose
T-03052,OribtForge,OrbitForge,148039,consumer_electronics,transpose
T-03053,S-A32P,S-A032P,122414,consumer_electronics,delete
T-03054,NoavBeam,NovaBeam,143075,consumer_electronics,transpose
T-03055,P-A367X,P-A637X,469625,home_office,transpose
T-03056,Havenkraft FC-A130S,HavenCraft FC-A130S,468758,home_office,phonetic
T-03057,VetorGrid PS-A596S,VectorGrid PS-A596S,30070,consumer_electronics,delete
T-03058,Strideorks,StrideWorks,265576,running_fitness,delete
T-03059,PrismBeam T-v335,PrismBeam T-A335,67027,consumer_electronics,substitute
T-03060,FluxPules,FluxPulse,7954,consumer_electronics,transpose
T-03061,WS-A16X,WS-A160X,250163,running_fitness,delete
T-03062,LumaColle4tive,LumaCollective,375122,home_office,substitute
T-03063,TrueWireless Earbuds,True Wireless Earbuds,17746,consumer_electronics,remove_space
T-03064,TWE-6A83X,TWE-A683X,17746,consumer_electronics,transpose
T-03065,CCC-A846X,CC-A846X,305448,running_fitness,duplicate
T-03066,Ne9aGrid,NexaGrid,169459,consumer_electronics,substitute
T-03067,VeroLiwk,VeroLink,207871,consumer_electronics,substitute
T-03068,FluxVision kD-A746P,FluxVision CD-A746P,110095,consumer_electronics,phonetic
T-03069,MeridoanOne,MeridianOne,205543,consumer_electronics,substitute
T-03070,AuriForgeMC-A970S,AuriForge MC-A970S,175125,consumer_electronics,remove_space
T-03071,FluxLogik,FluxLogic,63826,consumer_electronics,phonetic
T-03072,FogrePeak,ForgePeak,250163,running_fitness,transpose
T-03073,Mekhanical Keyboards,Mechanical Keyboards,77697,consumer_electronics,phonetic
T-03074,VektorWave SL-A163S,VectorWave SL-A163S,161699,consumer_electronics,phonetic
T-03075,SbiftDynamics YM-A044P,SwiftDynamics YM-A044P,328588,running_fitness,substitute
T-03076,VeroForgeCL-A296S,VeroForge CL-A296S,181002,consumer_electronics,remove_space
T-03077,TrailRn RRS-A140X,TrailRun RRS-A140X,217872,running_fitness,delete
T-03078,HkloWave,HaloWave,129592,consumer_electronics,substitute
T-03079,OH-A30X2,OH-A302X,6071,consumer_electronics,transpose
T-03080,RsieLab,RiseLab,222130,running_fitness,transpose
T-03081,Action Caameras,Action Cameras,177898,consumer_electronics,duplicate
T-03082,Walkinc Shoes,Walking Shoes,254819,running_fitness,substitute
T-03083,Cable Manaagement,Cable Management,467024,home_office,duplicate
T-03084,PS-9A92S,PS-A992S,31428,consumer_electronics,transpose
T-03085,HRMM-A427X,HRM-A427X,298275,running_fitness,duplicate
T-03086,Running Sports,Running Shorts,269951,running_fitness,substitute
T-03087,Mechani6al Keyboards,Mechanical Keyboards,78279,consumer_electronics,substitute
T-03088,TemnoFit,TempoFit,313280,running_fitness,substitute
T-03089,Ak-A849P,AC-A849P,176993,consumer_electronics,phonetic
T-03090,Wanking Shoes,Walking Shoes,252048,running_fitness,substitute
T-03091,Pegboar4s,Pegboards,469625,home_office,substitute
T-03092,RBH-A6670S,RBH-A670S,369172,running_fitness,duplicate
T-03093,NeaAudio,NexaAudio,96224,consumer_electronics,delete
T-03094,SM-285S,SM-A285S,40352,consumer_electronics,delete
T-03095,B&P-A7665X,B&P-A765X,324853,running_fitness,duplicate
T-03096,Stability Running Shos,Stability Running Shoes,244216,running_fitness,delete
T-03097,TrailRun RRr-A140X,TrailRun RRS-A140X,217872,running_fitness,substitute
T-03098,CobaltForrge S-A164S,CobaltForge S-A164S,117217,consumer_electronics,duplicate
T-03099,UC-4C00S,UC-C400S,93411,consumer_electronics,transpose
T-03100,PS-A339P,PS-A393P,31816,consumer_electronics,transpose
T-03101,CD-AA746P,CD-A746P,110095,consumer_electronics,duplicate
T-03102,Running T8ps,Running Tops,265576,running_fitness,substitute
T-03103,FluxLwnk,FluxLink,131435,consumer_electronics,substitute
T-03104,K-A673,K-A613,313795,running_fitness,substitute
T-03105,OrbitWave O5-A388,OrbitWave OH-A388,5238,consumer_electronics,substitute
T-03106,ES-A91S,ES-A901S,90695,consumer_electronics,delete
T-03107,CadenceEndurfnce CS-N803P,CadenceEndurance CS-N803P,256371,running_fitness,substitute
T-03108,MH-A79S,MH-A759S,151775,consumer_electronics,delete
T-03109,Laptopps,Laptops,57230,consumer_electronics,duplicate
T-03110,Uk-A867P,UC-A867P,96224,consumer_electronics,phonetic
T-03111,NexaTech D&A-A340P,NexaTech D&A-A300P,53059,consumer_electronics,substitute
T-03112,Haventome UM-A818X,HavenHome UM-A818X,421073,home_office,substitute
T-03113,WorkfOfice,WorkOffice,393618,home_office,transpose
T-03114,kwantumCore UC-A470X,QuantumCore UC-A470X,95351,consumer_electronics,phonetic
T-03115,VectroWave SL-A163S,VectorWave SL-A163S,161699,consumer_electronics,transpose
T-03116,UC-2470X,UC-A470X,95351,consumer_electronics,substitute
T-03117,Lapto7s,Laptops,58685,consumer_electronics,substitute
T-03118,PixelPulsse,PixelPulse,73332,consumer_electronics,duplicate
T-03119,Gaming beadsets,Gaming Headsets,47045,consumer_electronics,substitute
T-03120,MotkonActive HRM-A827S,MotionActive HRM-A827S,297693,running_fitness,substitute
T-03121,MoshunActive HRM-A827S,MotionActive HRM-A827S,297693,running_fitness,phonetic
T-03122,H7loBeam,HaloBeam,93411,consumer_electronics,substitute
T-03123,FlexDynamicsWB-A934,FlexDynamics WB-A934,318645,running_fitness,remove_space
T-03124,VeectorGrid,VectorGrid,30070,consumer_electronics,duplicate
T-03125,Formkollective VCL-A220,FormCollective VCL-A220,449973,home_office,phonetic
T-03126,True Wireless Earbudds,True Wireless Earbuds,23183,consumer_electronics,duplicate
T-03127,AtlasSportHRM-A427X,AtlasSport HRM-A427X,298275,running_fitness,remove_space
T-03128,TrailRun RRRS-A140X,TrailRun RRS-A140X,217872,running_fitness,duplicate
T-03129,HH-A40uX,HH-A406X,171496,consumer_electronics,substitute
T-03130,TO-b705X,TO-A705X,205543,consumer_electronics,substitute
T-03131,VetorGrid,VectorGrid,30070,consumer_electronics,delete
T-03132,OrbitWaveOH-A388,OrbitWave OH-A388,5238,consumer_electronics,remove_space
T-03133,GRW-A13S,GRW-A113S,290030,running_fitness,delete
T-03134,NexaAudio OH-Av90,NexaAudio OH-A590,14944,consumer_electronics,substitute
T-03135,HaloEdge SM-0A82,HaloEdge SM-A082,42098,consumer_electronics,transpose
T-03136,QuantkmLogic,QuantumLogic,6071,consumer_electronics,substitute
T-03137,Pho5e Cases,Phone Cases,104275,consumer_electronics,substitute
T-03138,MeridianCore O1-A175X,MeridianCore OH-A175X,11834,consumer_electronics,substitute
T-03139,C-A746P,CD-A746P,110095,consumer_electronics,delete
T-03140,Po7table Speakers,Portable Speakers,31428,consumer_electronics,substitute
T-03141,ZeithAudio,ZenithAudio,47045,consumer_electronics,delete
T-03142,Gk-A700,GC-A700,188471,consumer_electronics,phonetic
T-03143,VeloEnduance,VeloEndurance,235672,running_fitness,delete
T-03144,HaloWorksL-A560,HaloWorks L-A560,55581,consumer_electronics,remove_space
T-03145,T-A05wS,T-A057S,339268,running_fitness,substitute
T-03146,Ta3lets,Tablets,69937,consumer_electronics,substitute
T-03147,QuaantumLogic GC-A700,QuantumLogic GC-A700,188471,consumer_electronics,duplicate
T-03148,ExerciseBikes,Exercise Bikes,341048,running_fitness,remove_space
T-03149,S-A0032P,S-A032P,122414,consumer_electronics,duplicate
T-03150,PuseWorks WJ-A398S,PulseWorks WJ-A398S,283376,running_fitness,delete
T-03151,Remote Contr8ls,Remote Controls,209714,consumer_electronics,substitute
T-03152,Cw-A079S,CS-A079S,256565,running_fitness,substitute
T-03153,Pegobards,Pegboards,469625,home_office,transpose
T-03154,CobaltVsion,CobaltVision,40352,consumer_electronics,delete
T-03155,WS-326X,WS-A326X,252404,running_fitness,delete
T-03156,kwantumEdge,QuantumEdge,102529,consumer_electronics,phonetic
T-03157,Carbon Racing Shoees,Carbon Racing Shoes,235672,running_fitness,duplicate
T-03158,PaceGearTRS-A592S,PaceGear TRS-A592S,226010,running_fitness,remove_space
T-03159,Tbblets,Tablets,70616,consumer_electronics,substitute
T-03160,NovaBeam MW-A781S,NovaBeam MWS-A781S,143075,consumer_electronics,delete
T-03161,Vector2ave,VectorWave,181099,consumer_electronics,substitute
T-03162,WorkSystems UH-A0023P,WorkSystems UH-A023P,485809,home_office,duplicate
T-03163,AuriAhdio,AuriAudio,13543,consumer_electronics,substitute
T-03164,Cross-TrainingShoes,Cross-Training Shoes,256371,running_fitness,remove_space
T-03165,FleDynamics,FlexDynamics,318645,running_fitness,delete
T-03166,VeloEndurance GRW-A78S,VeloEndurance GRW-A708S,291582,running_fitness,delete
T-03167,TO-A750X,TO-A705X,205543,consumer_electronics,transpose
T-03168,OrbitLiink,OrbitLink,23183,consumer_electronics,duplicate
T-03169,Stabilqty Running Shoes,Stability Running Shoes,248708,running_fitness,substitute
T-03170,AuriA8dio,AuriAudio,13543,consumer_electronics,substitute
T-03171,Fk-A130S,FC-A130S,468758,home_office,phonetic
T-03172,NexaWave GH-A51vX,NexaWave GH-A512X,47918,consumer_electronics,substitute
T-03173,Video onference Lights,Video Conference Lights,449973,home_office,delete
T-03174,NovaLogik,NovaLogic,117952,consumer_electronics,phonetic
T-03175,AuriWave M1-A842,AuriWave MP-A842,87397,consumer_electronics,substitute
T-03176,CadeeceEndurance CS-N803P,CadenceEndurance CS-N803P,256371,running_fitness,substitute
T-03177,NvaForge,NovaForge,176540,consumer_electronics,delete
T-03178,NefaGrid,NexaGrid,186337,consumer_electronics,substitute
T-03179,FC-A10S,FC-A130S,468758,home_office,delete
T-03180,Verooink,VeroLink,42971,consumer_electronics,substitute
T-03181,VeroFForge,VeroForge,10282,consumer_electronics,duplicate
T-03182,OH-A17X,OH-A175X,11834,consumer_electronics,delete
T-03183,MeridanOne,MeridianOne,205543,consumer_electronics,delete
T-03184,SMM-A285S,SM-A285S,40352,consumer_electronics,duplicate
T-03185,Cabel Management,Cable Management,467024,home_office,transpose
T-03186,B&P-A76X,B&P-A765X,324853,running_fitness,delete
T-03187,Oveer-Ear Headphones,Over-Ear Headphones,6071,consumer_electronics,duplicate
T-03188,VeroLink Sk-A332,VeroLink SC-A332,155491,consumer_electronics,phonetic
T-03189,FluxPulsse PC-S131S,FluxPulse PC-S131S,104275,consumer_electronics,duplicate
T-03190,MH-759S,MH-A759S,151775,consumer_electronics,delete
T-03191,Portablr Monitors,Portable Monitors,73332,consumer_electronics,substitute
T-03192,Resistance Bads,Resistance Bands,317481,running_fitness,delete
T-03193,PulsePeakRS-A312,PulsePeak RS-A312,271212,running_fitness,remove_space
T-03194,OrbitLbas,OrbitLabs,7469,consumer_electronics,transpose
T-03195,OrbiWave OH-A388,OrbitWave OH-A388,5238,consumer_electronics,delete
T-03196,Smarwtatches,Smartwatches,117952,consumer_electronics,transpose
T-03197,B&v-A565X,B&P-A565X,325144,running_fitness,substitute
T-03198,Heard Rate Monitors,Heart Rate Monitors,297693,running_fitness,substitute
T-03199,kalmStudio FD-A972S,CalmStudio FD-A972S,403155,home_office,phonetic
T-03200,CS-A4775,CS-A475,257923,running_fitness,duplicate
T-03201,Porta4le Monitors,Portable Monitors,72944,consumer_electronics,substitute
T-03202,GRW-A7k8S,GRW-A708S,291582,running_fitness,substitute
T-03203,Leggings & Tighns,Leggings & Tights,275868,running_fitness,substitute
T-03204,MeridianLo9ic,MeridianLogic,195455,consumer_electronics,substitute
T-03205,Portab1e Monitors,Portable Monitors,75563,consumer_electronics,substitute
T-03206,StabilityRunning Shoes,Stability Running Shoes,243761,running_fitness,remove_space
T-03207,CobaltForgeS-A164S,CobaltForge S-A164S,117217,consumer_electronics,remove_space
T-03208,QuanutmEdge,QuantumEdge,102529,consumer_electronics,transpose
T-03209,RRS-Ao58P,RRS-A958P,221936,running_fitness,substitute
T-03210,TrailMotoon,TrailMotion,281203,running_fitness,substitute
T-03211,HaloEddge,HaloEdge,146858,consumer_electronics,duplicate
T-03212,PulsWorks RRS-A958P,PulseWorks RRS-A958P,221936,running_fitness,delete
T-03213,FramWeorks,FrameWorks,438702,home_office,transpose
T-03214,SSR-A940S,SRS-A940S,248708,running_fitness,transpose
T-03215,OrbiAudio T-A527,OrbitAudio T-A527,70616,consumer_electronics,delete
T-03216,B&P-565X,B&P-A565X,325144,running_fitness,delete
T-03217,B&P-A55X,B&P-A565X,325144,running_fitness,delete
T-03218,Weatherproef Jackets,Weatherproof Jackets,279942,running_fitness,substitute
T-03219,OrbitLaps,OrbitLabs,7469,consumer_electronics,substitute
T-03220,Waking Shoes,Walking Shoes,254819,running_fitness,delete
T-03221,TemfoFit,TempoFit,231400,running_fitness,substitute
T-03222,CD-A7746P,CD-A746P,110095,consumer_electronics,duplicate
T-03223,Smat Rings,Smart Rings,129592,consumer_electronics,delete
T-03224,GH-A11kS,GH-A115S,47045,consumer_electronics,substitute
T-03225,DAks & Amplifiers,DACs & Amplifiers,53059,consumer_electronics,phonetic
T-03226,Tajlets,Tablets,69840,consumer_electronics,substitute
T-03227,StridgWorks,StrideWorks,340336,running_fitness,substitute
T-03228,AtlasFiit,AtlasFit,243761,running_fitness,duplicate
T-03229,SRr-A238S,SRS-A238S,244216,running_fitness,substitute
T-03230,HRMM-A427X,HRM-A427X,298275,running_fitness,duplicate
T-03231,ZenithAuddio,ZenithAudio,47045,consumer_electronics,duplicate
T-03232,CS-Nx03P,CS-N803P,256371,running_fitness,substitute
T-03233,StudioMicrophones,Studio Microphones,40162,consumer_electronics,remove_space
T-03234,VeroLink SP-877X,VeroLink SP-A877X,207871,consumer_electronics,delete
T-03235,Echoorks L-A257S,EchoWorks L-A257S,56974,consumer_electronics,delete
T-03236,NexaTech D&A-AA300P,NexaTech D&A-A300P,53059,consumer_electronics,duplicate
T-03237,F3ameWorks,FrameWorks,438702,home_office,substitute
T-03238,File Cabbinets,File Cabinets,468758,home_office,duplicate
T-03239,MeridianTechTWE-A683X,MeridianTech TWE-A683X,17746,consumer_electronics,remove_space
T-03240,Aur2Audio,AuriAudio,13543,consumer_electronics,substitute
T-03241,FluxVision MH-Am59S,FluxVision MH-A759S,151775,consumer_electronics,substitute
T-03242,MeriidianLink,MeridianLink,99716,consumer_electronics,duplicate
T-03243,PC-S1331S,PC-S131S,104275,consumer_electronics,duplicate
T-03244,Pixelieam,PixelBeam,40449,consumer_electronics,substitute
T-03245,PixelBeamSM-A883P,PixelBeam SM-A883P,40449,consumer_electronics,remove_space
T-03246,PixeelBeam SM-A883P,PixelBeam SM-A883P,40449,consumer_electronics,duplicate
T-03247,HaloWhve SR-A967,HaloWave SR-A967,129592,consumer_electronics,substitute
T-03248,GC-9157X,GC-A157X,393618,home_office,substitute
T-03249,Aurihorge,AuriForge,175125,consumer_electronics,substitute
T-03250,RRS-164X,RRS-A164X,220190,running_fitness,delete
T-03251,StudioMicrophones,Studio Microphones,40162,consumer_electronics,remove_space
T-03252,PeakEnduranke,PeakEndurance,222324,running_fitness,phonetic
T-03253,AeeoEndurance,AeroEndurance,275868,running_fitness,substitute
T-03254,NovaLink WR-A9k1,NovaLink WR-A961,142493,consumer_electronics,substitute
T-03255,PcaeGear,PaceGear,290030,running_fitness,transpose
T-03256,UM-A81rX,UM-A818X,421073,home_office,substitute
T-03257,AeroEnduranke,AeroEndurance,252048,running_fitness,phonetic
T-03258,VerooLink,VeroLink,90131,consumer_electronics,duplicate
T-03259,Mesk Wi-Fi Systems,Mesh Wi-Fi Systems,143075,consumer_electronics,substitute
T-03260,L&T-A436S,L&T-A236S,275189,running_fitness,substitute
T-03261,ForgeeFit,ForgeFit,268399,running_fitness,duplicate
T-03262,LumaiVsion ES-A702X,LumaVision ES-A702X,90501,consumer_electronics,transpose
T-03263,LumaCCollective,LumaCollective,375122,home_office,duplicate
T-03264,A-A040X,AC-A040X,176540,consumer_electronics,delete
T-03265,True Wireless EEarbuds,True Wireless Earbuds,17751,consumer_electronics,duplicate
T-03266,PiyelBeam,PixelBeam,40449,consumer_electronics,substitute
T-03267,USB-C Charrgers,USB-C Chargers,95351,consumer_electronics,duplicate
T-03268,AreoTrail SRS-A550P,AeroTrail SRS-A550P,244440,running_fitness,transpose
T-03269,Mesh Wi-i Systems,Mesh Wi-Fi Systems,146858,consumer_electronics,delete
T-03270,CboaltAudio,CobaltAudio,208744,consumer_electronics,transpose
T-03271,SummiOtne RRS-A177S,SummitOne RRS-A177S,212888,running_fitness,transpose
T-03272,Powlr Banks,Power Banks,102529,consumer_electronics,substitute
T-03273,RS-AA913,RS-A913,269854,running_fitness,duplicate
T-03274,RRS-A168X,RRS-A164X,220190,running_fitness,substitute
T-03275,CR-A050X,CRS-A050X,235672,running_fitness,delete
T-03276,ForCollective,FormCollective,449973,home_office,delete
T-03277,AxionLink Ak-A182S,AxionLink AC-A182S,177460,consumer_electronics,phonetic
T-03278,Electric Sttanding Desks,Electric Standing Desks,398820,home_office,duplicate
T-03279,GameControllers,Game Controllers,188471,consumer_electronics,remove_space
T-03280,RS-312,RS-A312,271212,running_fitness,delete
T-03281,OrbitaLbs,OrbitLabs,208749,consumer_electronics,transpose
T-03282,Smaart Rings,Smart Rings,131726,consumer_electronics,duplicate
T-03283,TeempoFit,TempoFit,313280,running_fitness,duplicate
T-03284,Flux8ulse,FluxPulse,7954,consumer_electronics,substitute
T-03285,StrideWorfs,StrideWorks,283046,running_fitness,substitute
T-03286,P1xelBeam SM-A883P,PixelBeam SM-A883P,40449,consumer_electronics,substitute
T-03287,PaceGearGRW-A113S,PaceGear GRW-A113S,290030,running_fitness,remove_space
T-03288,FluxPules OH-K146S,FluxPulse OH-K146S,7954,consumer_electronics,transpose
T-03289,MeidianVision,MeridianVision,69937,consumer_electronics,delete
T-03290,USB-k Chargers,USB-C Chargers,95351,consumer_electronics,phonetic
